time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed,label
48:22.2,0.02,-0.291,-0.273,0.9610517,1.5298374,13.73911665,97641.72363,-2637000.0,-192000.0,2684000.0,39.39,16.93000031,-393.8961182,-1.236122727,115.0,-2.224653721,42.80176163,-146.9393463,0,0
48:22.3,-0.061,-0.297,-0.295,1.0395049,1.289574475,13.90092638,97639.12963,-2642500.0,-187000.0,2410000.0,39.39,16.93000031,-393.8961182,-1.236122727,115.0,-2.224653721,42.80176163,-146.9393463,0,0
48:22.3,-0.142,-0.303,-0.317,1.1179581,1.04931155,14.0627361,97636.53564,-2648000.0,-182000.0,2136000.0,39.39,17.02999878,-393.8961182,0.038792994,115.0,-2.224653721,42.80176163,-146.9393463,0,0
48:22.4,-0.125,-0.2955,-0.3125,1.093441475,1.1179581,13.6704701,97644.33594,-2647500.0,-185000.0,2136000.0,39.385,17.02999878,-393.8961182,0.038792994,115.0,-2.224653721,42.80176163,-146.9393463,0,0
48:22.4,-0.108,-0.288,-0.308,1.06892485,1.18660465,13.2782041,97652.13623,-2647000.0,-188000.0,2136000.0,39.38,17.02999878,-393.8961182,0.038792994,115.0,-2.224653721,42.80176163,-146.9393463,0,0
48:22.4,-0.079,-0.293333333,-0.309333333,1.075462617,1.12776475,13.32396847,97648.8444,-2643666.667,-190666.6667,2318666.667,39.38,17.07499886,-414.9145203,-0.782617318,114.5,-1.80937022,42.43333245,-142.8133927,0,0
48:22.5,-0.05,-0.298666667,-0.310666667,1.082000383,1.06892485,13.36973283,97645.55257,-2640333.333,-193333.3333,2501333.333,39.38,17.11999893,-435.9329224,-1.604027629,114.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.5,-0.021,-0.304,-0.312,1.08853815,1.01008495,13.4154972,97642.26074,-2637000.0,-196000.0,2684000.0,39.38,17.1599989,-436.4329834,-0.929330125,114.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.6,-0.0105,-0.3,-0.3115,0.97085835,1.152281375,13.4547238,97646.72547,-2637000.0,-193000.0,2684000.0,39.385,17.19999886,-436.9330444,-0.254632622,114.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.6,0.0,-0.296,-0.311,0.85317855,1.2944778,13.4939504,97651.19019,-2637000.0,-190000.0,2684000.0,39.39,17.19999886,-436.9330444,-0.254632622,114.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.6,-0.012,-0.298333333,-0.308333333,0.97085835,1.229100133,13.52663923,97650.35604,-2637000.0,-187333.3333,2684000.0,39.38666667,17.27000046,-464.4633179,0.424462438,114.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.7,-0.024,-0.300666667,-0.305666667,1.08853815,1.163722467,13.55932807,97649.52189,-2637000.0,-184666.6667,2684000.0,39.38333333,17.27000046,-464.4633179,0.424462438,114.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.7,-0.036,-0.303,-0.303,1.20621795,1.0983448,13.5920169,97648.68774,-2637000.0,-182000.0,2684000.0,39.38,17.30666669,-473.3960368,0.692510526,113.6666667,-1.394086719,42.06490326,-138.687439,0,0
48:22.8,0.003333333,-0.299333333,-0.304,1.20621795,1.14737805,13.32069958,97646.94417,-2637000.0,-180666.6667,2684000.0,39.38,17.34333293,-482.3287557,0.960558613,113.3333333,-1.394086719,42.06490326,-138.687439,0,0
48:22.8,0.042666667,-0.295666667,-0.305,1.20621795,1.1964113,13.04938227,97645.2006,-2637000.0,-179333.3333,2684000.0,39.38,17.37999916,-491.2614746,1.228606701,113.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.8,0.082,-0.292,-0.306,1.20621795,1.24544455,12.77806495,97643.45703,-2637000.0,-178000.0,2684000.0,39.38,17.37999916,-491.2614746,1.228606701,113.0,-1.394086719,42.06490326,-138.687439,0,0
48:22.9,0.0895,-0.288,-0.3215,1.093441475,1.318994425,13.0624578,97646.84143,-2637000.0,-185000.0,2684000.0,39.38,17.40499974,-491.2614746,1.859627605,113.0,-1.157904923,42.36271668,-133.0495224,0,0
48:22.9,0.097,-0.284,-0.337,0.980665,1.3925443,13.34685065,97650.22583,-2637000.0,-192000.0,2684000.0,39.38,17.43000031,-491.2614746,2.490648508,113.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.0,0.0835,-0.285,-0.347,1.044408225,1.1964113,12.81238823,97647.81799,-2637000.0,-188000.0,2684000.0,39.38,17.43000031,-491.2614746,2.490648508,113.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.0,0.07,-0.286,-0.357,1.10815145,1.0002783,12.2779258,97645.41016,-2637000.0,-184000.0,2684000.0,39.38,17.43000031,-491.2614746,2.490648508,113.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.0,0.119,-0.297,-0.352333333,1.14737805,1.016622717,12.51001652,97643.37972,-2640333.333,-191333.3333,2501333.333,39.38,17.45999908,-508.8487549,3.706509829,112.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.1,0.168,-0.308,-0.347666667,1.18660465,1.032967133,12.74210723,97641.34929,-2643666.667,-198666.6667,2318666.667,39.38,17.47499943,-508.8487549,4.074575067,112.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.1,0.217,-0.319,-0.343,1.22583125,1.04931155,12.97419795,97639.31885,-2647000.0,-206000.0,2136000.0,39.38,17.48999977,-508.8487549,4.442640305,112.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.2,0.2565,-0.328,-0.3525,1.26505785,0.848275225,13.36646395,97641.3971,-2642000.0,-208000.0,2410000.0,39.38,17.48999977,-508.8487549,4.442640305,112.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.2,0.296,-0.337,-0.362,1.30428445,0.6472389,13.75872995,97643.47534,-2637000.0,-210000.0,2684000.0,39.38,17.48999977,-508.8487549,4.442640305,112.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.2,0.255333333,-0.343666667,-0.343333333,1.376199883,0.670121083,13.5527903,97644.9178,-2637000.0,-205666.6667,2684000.0,39.37666667,17.52000046,-513.99823,5.551561832,111.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.3,0.214666667,-0.350333333,-0.324666667,1.448115317,0.693003267,13.34685065,97646.36027,-2637000.0,-201333.3333,2684000.0,39.37333333,17.52000046,-513.99823,5.551561832,111.0,-0.921723127,42.66053009,-127.4116058,0,0
48:23.3,0.174,-0.357,-0.306,1.52003075,0.71588545,13.140911,97647.80273,-2637000.0,-197000.0,2684000.0,39.37,17.54999924,-513.99823,6.604389668,110.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.4,0.05,-0.3605,-0.2915,1.573967325,0.75511205,13.63614683,97649.89624,-2637000.0,-195000.0,2684000.0,39.37,17.55499936,-523.4185181,6.979356766,110.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.4,-0.074,-0.364,-0.277,1.6279039,0.79433865,14.13138265,97651.98975,-2637000.0,-193000.0,2684000.0,39.37,17.55999947,-532.8388062,7.354323864,110.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.4,-0.097333333,-0.364666667,-0.268,1.634441667,0.915287333,14.4353888,97653.26131,-2637000.0,-193000.0,2684000.0,39.37,17.55999947,-532.8388062,7.354323864,110.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.5,-0.120666667,-0.365333333,-0.259,1.640979433,1.036236017,14.73939495,97654.53288,-2637000.0,-193000.0,2684000.0,39.37,17.57499981,-533.3388672,7.804913759,109.5,-1.340106964,47.64451218,-115.6412506,0,0
48:23.5,-0.144,-0.366,-0.25,1.6475172,1.1571847,15.0434011,97655.80444,-2637000.0,-193000.0,2684000.0,39.37,17.59000015,-533.8389282,8.255503654,109.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.6,-0.1525,-0.3655,-0.252,1.593580625,1.2160246,15.298374,97650.78735,-2637000.0,-180500.0,2684000.0,39.37,17.59000015,-541.9369507,8.652863026,108.5,-1.340106964,47.64451218,-115.6412506,0,0
48:23.6,-0.161,-0.365,-0.254,1.53964405,1.2748645,15.5533469,97645.77026,-2637000.0,-168000.0,2684000.0,39.37,17.59000015,-550.0349731,9.050222397,108.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.6,-0.141,-0.353,-0.267,1.48080415,1.397447625,14.97965788,97650.83313,-2637000.0,-176500.0,2684000.0,39.37,17.59000015,-550.0349731,9.050222397,108.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.7,-0.121,-0.341,-0.28,1.42196425,1.52003075,14.40596885,97655.896,-2637000.0,-185000.0,2684000.0,39.37,17.59000015,-549.0349121,9.751530647,107.0,-1.340106964,47.64451218,-115.6412506,0,0
48:23.7,-0.12325,-0.34325,-0.293,1.338607725,1.48080415,14.4157755,97654.44336,-2636750.0,-196250.0,2684000.0,39.37,17.59000015,-549.0349121,9.751530647,107.0,-0.724649426,46.68251801,-110.5258751,0,0
48:23.8,-0.1255,-0.3455,-0.306,1.2552512,1.44157755,14.42558215,97652.99073,-2636500.0,-207500.0,2684000.0,39.37,17.59000015,-549.0349121,9.751530647,107.0,-0.109191887,45.72052383,-105.4104996,0,0
48:23.8,-0.12775,-0.34775,-0.319,1.171894675,1.40235095,14.4353888,97651.53809,-2636250.0,-218750.0,2684000.0,39.37,17.57999992,-555.0848999,10.05765772,107.0,-0.109191887,45.72052383,-105.4104996,0,0
48:23.8,-0.13,-0.35,-0.332,1.08853815,1.36312435,14.44519545,97650.08545,-2636000.0,-230000.0,2684000.0,39.37,17.56999969,-561.1348877,10.36378479,107.0,-0.109191887,45.72052383,-105.4104996,0,0
48:23.9,-0.162,-0.361,-0.3315,0.985568325,1.38273765,15.07282105,97653.84522,-2636500.0,-220000.0,2684000.0,39.37,17.56999969,-561.1348877,10.36378479,107.0,-0.109191887,45.72052383,-105.4104996,0,0
48:23.9,-0.194,-0.372,-0.331,0.8825985,1.40235095,15.70044665,97657.60498,-2637000.0,-210000.0,2684000.0,39.37,17.53999901,-561.1348877,10.89811516,106.0,-0.109191887,45.72052383,-105.4104996,0,0
48:24.0,-0.17175,-0.36975,-0.3345,0.929180087,1.272412838,15.7690932,97657.12128,-2637000.0,-211750.0,2684000.0,39.37,17.53999901,-561.1348877,10.89811516,106.0,-0.109191887,45.72052383,-105.4104996,0,0
48:24.0,-0.1495,-0.3675,-0.338,0.975761675,1.142474725,15.83773975,97656.63758,-2637000.0,-213500.0,2684000.0,39.37,17.51999919,-564.4409587,11.03540834,105.6666667,-0.109191887,45.72052383,-105.4104996,0,0
48:24.0,-0.12725,-0.36525,-0.3415,1.022343263,1.012536613,15.9063863,97656.15387,-2637000.0,-215250.0,2684000.0,39.37,17.49999936,-567.7470296,11.17270152,105.3333333,-0.109191887,45.72052383,-105.4104996,0,0
48:24.1,-0.105,-0.363,-0.345,1.06892485,0.8825985,15.97503285,97655.67017,-2637000.0,-217000.0,2684000.0,39.37,17.47999954,-571.0531006,11.3099947,105.0,-0.109191887,45.72052383,-105.4104996,0,0
48:24.1,-0.082,-0.376,-0.35,0.91201845,0.8629852,16.05348605,97646.88721,-2647000.0,-214000.0,2136000.0,39.36,17.39999962,-571.0531006,11.64395142,104.0,-0.109191887,45.72052383,-105.4104996,0,0
48:24.2,-0.101,-0.367,-0.335,0.938169517,0.7649187,16.05348605,97647.20459,-2643666.667,-216666.6667,2318666.667,39.36,17.34999943,-572.9638977,11.74970437,103.0,-0.109191887,45.72052383,-105.4104996,0,0
48:24.2,-0.12,-0.358,-0.32,0.964320583,0.6668522,16.05348605,97647.52198,-2640333.333,-219333.3333,2501333.333,39.36,17.32499933,-573.9192963,11.80258084,102.5,0.419170056,44.07048988,-98.37136842,0,0
48:24.2,-0.139,-0.349,-0.305,0.99047165,0.5687857,16.05348605,97647.83936,-2637000.0,-222000.0,2684000.0,39.36,17.29999924,-574.8746948,11.85545731,102.0,0.947531998,42.42045593,-91.33223724,0,0
48:24.3,-0.152,-0.3425,-0.279,0.8825985,0.622722275,15.45037708,97647.48841,-2637000.0,-225000.0,2684000.0,39.36,17.23999978,-574.8746948,11.92224837,101.5,0.947531998,42.42045593,-91.33223724,0,0
48:24.3,-0.165,-0.336,-0.253,0.77472535,0.67665885,14.8472681,97647.13745,-2637000.0,-228000.0,2684000.0,39.36,17.18000031,-574.8746948,11.98903942,101.0,0.947531998,42.42045593,-91.33223724,0,0
48:24.4,-0.175,-0.3175,-0.2435,0.7060788,0.730595425,13.77343993,97645.82215,-2636500.0,-231000.0,2684000.0,39.36,17.10499955,-571.7110596,12.00017119,100.5,0.947531998,42.42045593,-91.33223724,0,0
48:24.4,-0.185,-0.299,-0.234,0.63743225,0.784532,12.69961175,97644.50684,-2636000.0,-234000.0,2684000.0,39.36,17.02999878,-568.5474243,12.01130295,100.0,0.947531998,42.42045593,-91.33223724,0,0
48:24.4,-0.244666667,-0.294666667,-0.229,0.6080123,0.77472535,12.65384738,97642.72258,-2639666.667,-232000.0,2501333.333,39.36,17.02999878,-568.5474243,12.01130295,100.0,0.947531998,42.42045593,-91.33223724,0,0
48:24.5,-0.304333333,-0.290333333,-0.224,0.57859235,0.7649187,12.60808302,97640.93831,-2643333.333,-230000.0,2318666.667,39.36,17.02999878,-568.5474243,12.01130295,100.0,0.947531998,42.42045593,-91.33223724,0,0
48:24.5,-0.364,-0.286,-0.219,0.5491724,0.75511205,12.56231865,97639.15405,-2647000.0,-228000.0,2136000.0,39.36,16.95499897,-568.5474243,11.98903942,99.5,0.947531998,42.42045593,-91.33223724,0,0
48:24.6,-0.4095,-0.2655,-0.21,0.397169325,0.79433865,12.54760868,97638.67493,-2641500.0,-230500.0,2410000.0,39.36,16.87999916,-568.5474243,11.96677589,99.0,0.947531998,42.42045593,-91.33223724,0,0
48:24.6,-0.455,-0.245,-0.201,0.24516625,0.83356525,12.5328987,97638.1958,-2636000.0,-233000.0,2684000.0,39.36,16.87999916,-568.5474243,11.96677589,99.0,0.947531998,42.42045593,-91.33223724,0,0
48:24.6,-0.445333333,-0.239666667,-0.206,0.261510667,0.889136267,12.29427022,97636.02295,-2644666.667,-230333.3333,2227333.333,39.36,16.79499912,-566.0279236,11.90555048,98.5,1.920644074,39.807024,-86.89009094,0,0
48:24.7,-0.435666667,-0.234333333,-0.211,0.277855083,0.944707283,12.05564173,97633.8501,-2653333.333,-227666.6667,1770666.667,39.36,16.70999908,-563.5084229,11.84432507,98.0,2.893756151,37.19359207,-82.44794464,0,0
48:24.7,-0.426,-0.229,-0.216,0.2941995,1.0002783,11.81701325,97631.67725,-2662000.0,-225000.0,1314000.0,39.36,16.62499905,-563.5084229,11.74970388,97.0,2.893756151,37.19359207,-82.44794464,0,0
48:24.8,-0.453333333,-0.213,-0.223,0.228821833,0.987202767,11.73202228,97632.72502,-2676666.667,-223666.6667,541333.3333,39.36,16.53999901,-563.5084229,11.6550827,96.0,2.893756151,37.19359207,-82.44794464,0,0
48:24.8,-0.480666667,-0.197,-0.23,0.163444167,0.974127233,11.64703132,97633.77279,-2691333.333,-222333.3333,-231333.3333,39.36,16.3599987,-547.5759277,11.42131329,95.0,2.893756151,37.19359207,-82.44794464,0,0
48:24.8,-0.508,-0.181,-0.237,0.0980665,0.9610517,11.56204035,97634.82056,-2706000.0,-221000.0,-1004000.0,39.36,16.3599987,-547.5759277,11.42131329,95.0,2.893756151,37.19359207,-82.44794464,0,0
48:24.9,-0.522,-0.153,-0.248,0.00980665,1.0198916,11.00796463,97632.83997,-2708500.0,-214500.0,-1111000.0,39.355,16.3599987,-547.5759277,11.42131329,95.0,2.893756151,37.19359207,-82.44794464,0,0
48:24.9,-0.536,-0.125,-0.259,-0.0784532,1.0787315,10.4538889,97630.85938,-2711000.0,-208000.0,-1218000.0,39.35,16.26999951,-547.5759277,11.28216506,94.5,2.893756151,37.19359207,-82.44794464,0,0
48:25.0,-0.514,-0.12,-0.2685,-0.06864655,0.975761675,11.1011278,97621.94825,-2716000.0,-201000.0,-1499000.0,39.35,16.18000031,-547.5759277,11.14301682,94.0,2.893756151,37.19359207,-82.44794464,0,0
48:25.0,-0.492,-0.115,-0.278,-0.0588399,0.87279185,11.7483667,97613.03711,-2721000.0,-194000.0,-1780000.0,39.35,16.1166668,-541.72406,11.03911909,93.66666667,2.893756151,37.19359207,-82.44794464,0,0
48:25.0,-0.4695,-0.101,-0.2845,-0.1569064,0.642335575,11.39042398,97618.43872,-2715500.0,-193500.0,-1476000.0,39.35,16.05333328,-535.8721924,10.93522135,93.33333333,2.893756151,37.19359207,-82.44794464,0,0
48:25.1,-0.447,-0.087,-0.291,-0.2549729,0.4118793,11.03248125,97623.84033,-2710000.0,-193000.0,-1172000.0,39.35,15.98999977,-530.0203247,10.83132362,93.0,2.893756151,37.19359207,-82.44794464,0,0
48:25.1,-0.43375,-0.08625,-0.26625,-0.2353596,0.492784163,11.13790274,97619.13605,-2701750.0,-188000.0,-735250.0,39.35,15.89499951,-530.0203247,10.65877962,92.0,3.155386925,30.48304939,-77.9534111,0,0
48:25.2,-0.4205,-0.0855,-0.2415,-0.2157463,0.573689025,11.24332423,97614.43176,-2693500.0,-183000.0,-298500.0,39.35,15.79999924,-530.0203247,10.48623562,91.0,3.417017698,23.77250671,-73.45887756,0,0
48:25.2,-0.40725,-0.08475,-0.21675,-0.196133,0.654593887,11.34874571,97609.72748,-2685250.0,-178000.0,138250.0,39.35,15.73333264,-530.8331095,10.36749554,90.66666667,3.417017698,23.77250671,-73.45887756,0,0
48:25.2,-0.394,-0.084,-0.192,-0.1765197,0.73549875,11.4541672,97605.02319,-2677000.0,-173000.0,575000.0,39.35,15.66666603,-531.6458944,10.24875545,90.33333333,3.417017698,23.77250671,-73.45887756,0,0
48:25.3,-0.4265,-0.0855,-0.188,-0.142196425,0.622722275,11.40023062,97606.04248,-2588500.0,-166500.0,29000.0,39.35,15.59999943,-532.4586792,10.13001537,90.0,3.417017698,23.77250671,-73.45887756,0,0
48:25.3,-0.459,-0.087,-0.184,-0.10787315,0.5099458,11.34629405,97607.06177,-2500000.0,-160000.0,-517000.0,39.35,15.38000011,-532.4586792,9.72926712,89.0,3.417017698,23.77250671,-73.45887756,0,0
48:25.4,-0.461,-0.0775,-0.1675,-0.171616375,0.554075725,11.41003728,97606.87256,-835000.0,-181000.0,-684500.0,39.35,15.38000011,-532.4586792,9.72926712,89.0,3.417017698,23.77250671,-73.45887756,0,0
48:25.4,-0.463,-0.068,-0.151,-0.2353596,0.59820565,11.4737805,97606.68335,830000.0,-202000.0,-852000.0,39.35,15.38000011,-532.4586792,9.72926712,89.0,3.417017698,23.77250671,-73.45887756,0,0
48:25.4,-0.493666667,-0.058666667,-0.145,-0.28439285,0.565516817,11.2776475,97605.11882,368333.3333,-191666.6667,-924000.0,39.34666667,15.13999939,-501.6488953,9.317387581,88.0,3.417017698,23.77250671,-73.45887756,0,0
48:25.5,-0.524333333,-0.049333333,-0.139,-0.3334261,0.532827983,11.0815145,97603.55428,-93333.33333,-181333.3333,-996000.0,39.34333333,15.01499939,-501.6488953,9.100315571,87.5,3.417017698,23.77250671,-73.45887756,0,0
48:25.5,-0.555,-0.04,-0.133,-0.38245935,0.50013915,10.8853815,97601.98975,-555000.0,-171000.0,-1068000.0,39.34,14.88999939,-501.6488953,8.883243561,87.0,3.417017698,23.77250671,-73.45887756,0,0
48:25.6,-0.5385,-0.024,-0.1305,-0.4511059,0.603108975,10.38033903,97601.55945,-532500.0,-160000.0,-1062000.0,39.345,14.88999939,-501.6488953,8.883243561,87.0,3.828394413,13.88024616,-69.09481812,0,0
48:25.6,-0.522,-0.008,-0.128,-0.51975245,0.7060788,9.87529655,97601.12915,-510000.0,-149000.0,-1056000.0,39.35,14.88999939,-501.6488953,8.883243561,87.0,3.828394413,13.88024616,-69.09481812,0,0
48:25.6,-0.506,-0.009,-0.1415,-0.51975245,0.524655775,10.37053238,97597.71728,-338000.0,-143500.0,-1050000.0,39.345,14.68749953,-481.9147034,8.554853201,85.75,3.828394413,13.88024616,-69.09481812,0,0
48:25.7,-0.49,-0.01,-0.155,-0.51975245,0.34323275,10.8657682,97594.30542,-166000.0,-138000.0,-1044000.0,39.34,14.48499966,-462.1805115,8.226462841,84.5,3.828394413,13.88024616,-69.09481812,0,0
48:25.7,-0.4674,0.0004,-0.1406,-0.55113373,0.36676871,10.52253545,97593.88306,-218000.0,-133800.0,-1037600.0,39.34,14.41749955,-462.1805115,8.115144015,84.25,3.828394413,13.88024616,-69.09481812,0,0
48:25.8,-0.4448,0.0108,-0.1262,-0.58251501,0.39030467,10.1793027,97593.46069,-270000.0,-129600.0,-1031200.0,39.34,14.34999943,-462.1805115,8.003825188,84.0,3.828394413,13.88024616,-69.09481812,0,0
48:25.8,-0.4222,0.0212,-0.1118,-0.61389629,0.41384063,9.83606995,97593.03833,-322000.0,-125400.0,-1024800.0,39.34,14.25999959,-452.4429321,7.859110673,83.66666667,3.828394413,13.88024616,-69.09481812,0,0
48:25.8,-0.3996,0.0316,-0.0974,-0.64527757,0.43737659,9.4928372,97592.61596,-374000.0,-121200.0,-1018400.0,39.34,14.16999976,-442.7053528,7.714396159,83.33333333,3.828394413,13.88024616,-69.09481812,0,0
48:25.9,-0.377,0.042,-0.083,-0.67665885,0.46091255,9.14960445,97592.1936,-426000.0,-117000.0,-1012000.0,39.34,14.07999992,-432.9677734,7.569681644,83.0,3.828394413,13.88024616,-69.09481812,0,0
48:25.9,-0.361,0.042,-0.082,-0.67665885,0.4118793,9.01231135,97590.99121,-725000.0,-95000.0,-1016000.0,39.34,13.79999924,-432.9677734,7.124405861,82.0,3.48519969,4.69539547,-66.71414948,0,0
48:26.0,-0.3355,0.045,-0.0755,-0.7060788,0.269682875,8.71811185,97587.54273,-692500.0,-89000.0,-996000.0,39.34,13.79999924,-432.9677734,7.124405861,82.0,3.48519969,4.69539547,-66.71414948,0,0
48:26.0,-0.31,0.048,-0.069,-0.73549875,0.12748645,8.42391235,97584.09424,-660000.0,-83000.0,-976000.0,39.34,13.6699996,-418.067749,6.91290021,81.5,3.48519969,4.69539547,-66.71414948,0,0
48:26.0,-0.278666667,0.048333333,-0.056,-0.7649187,0.1176798,8.0610663,97583.49609,-645000.0,-80666.66667,-966666.6667,39.33666667,13.53999996,-403.1677246,6.701394558,81.0,3.48519969,4.69539547,-66.71414948,0,0
48:26.1,-0.247333333,0.048666667,-0.043,-0.79433865,0.10787315,7.69822025,97582.89795,-630000.0,-78333.33333,-957333.3333,39.33333333,13.41499996,-403.1677246,6.484322787,80.5,3.48519969,4.69539547,-66.71414948,0,0
48:26.1,-0.216,0.049,-0.03,-0.8237586,0.0980665,7.3353742,97582.2998,-615000.0,-76000.0,-948000.0,39.33,13.28999996,-403.1677246,6.267251015,80.0,3.48519969,4.69539547,-66.71414948,0,0
48:26.2,-0.136,0.0545,-0.001,-0.73549875,0.0196133,7.48247395,97578.89404,-606000.0,-72000.0,-943000.0,39.33,13.28999996,-403.1677246,6.267251015,80.0,3.48519969,4.69539547,-66.71414948,0,0
48:26.2,-0.056,0.06,0.028,-0.6472389,-0.0588399,7.6295737,97575.48828,-597000.0,-68000.0,-938000.0,39.33,13.28999996,-403.1677246,6.267251015,80.0,3.48519969,4.69539547,-66.71414948,0,0
48:26.2,-0.095,0.064333333,0.042,-0.689734383,-0.026151067,7.7276402,97575.36824,-588333.3333,-67666.66667,-931666.6667,39.33,13.07999992,-369.578186,5.866503239,79.0,3.48519969,4.69539547,-66.71414948,0,0
48:26.3,-0.134,0.068666667,0.056,-0.732229867,0.006537767,7.8257067,97575.24821,-579666.6667,-67333.33333,-925333.3333,39.33,12.98000002,-369.578186,5.660563231,78.5,2.905741573,2.398361758,-66.39256287,0,0
48:26.3,-0.173,0.073,0.07,-0.77472535,0.0392266,7.9237732,97575.12817,-571000.0,-67000.0,-919000.0,39.33,12.88000011,-369.578186,5.454623222,78.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.4,-0.217666667,0.073,0.082333333,-0.81395195,0.18632635,8.0218397,97573.79354,-562000.0,-65000.0,-913000.0,39.33,12.88000011,-369.578186,5.454623222,78.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.4,-0.262333333,0.073,0.094666667,-0.85317855,0.3334261,8.1199062,97572.4589,-553000.0,-63000.0,-907000.0,39.33,12.88000011,-369.578186,5.454623222,78.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.4,-0.307,0.073,0.107,-0.89240515,0.48052585,8.2179727,97571.12427,-544000.0,-61000.0,-901000.0,39.33,12.79999971,-355.5632629,5.254249334,78.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.5,-0.351,0.08,0.1105,-0.838468575,0.5295591,8.28661925,97571.1853,-534500.0,-56500.0,-897500.0,39.33,12.71999931,-341.5483398,5.053875446,78.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.5,-0.395,0.087,0.114,-0.784532,0.57859235,8.3552658,97571.24634,-525000.0,-52000.0,-894000.0,39.33,12.56999969,-341.5483398,4.65312767,77.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.6,-0.381,0.092333333,0.101333333,-0.817220833,0.63743225,8.535054383,97570.66854,-525333.3333,-47333.33333,-895000.0,39.32666667,12.50499964,-327.0379943,4.458319664,76.5,2.326283455,0.101328045,-66.07097626,0,0
48:26.6,-0.367,0.097666667,0.088666667,-0.849909667,0.69627215,8.714842967,97570.09074,-525666.6667,-42666.66667,-896000.0,39.32333333,12.43999958,-312.5276489,4.263511658,76.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.6,-0.353,0.103,0.076,-0.8825985,0.75511205,8.89463155,97569.51294,-526000.0,-38000.0,-897000.0,39.32,12.43999958,-312.5276489,4.263511658,76.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.7,-0.3325,0.1095,0.055,-0.83356525,0.671755525,8.595528725,97568.94226,-513500.0,-31000.0,-892500.0,39.32,12.43999958,-312.5276489,4.263511658,76.0,2.326283455,0.101328045,-66.07097626,0,0
48:26.7,-0.312,0.116,0.034,-0.784532,0.588399,8.2964259,97568.37158,-501000.0,-24000.0,-888000.0,39.32,12.37999964,-312.5276489,4.085401535,75.5,1.679389678,-2.002435573,-66.62815094,0,0
48:26.8,-0.2895,0.118,0.024,-0.818855275,0.6472389,8.056162975,97567.94129,-498000.0,-15500.0,-887500.0,39.32,12.31999969,-312.5276489,3.907291412,75.0,1.032495901,-4.10619919,-67.18532562,0,0
48:26.8,-0.267,0.12,0.014,-0.85317855,0.7060788,7.81590005,97567.51099,-495000.0,-7000.0,-887000.0,39.32,12.27499961,-302.4683838,3.734747171,75.0,0.385602124,-6.209962808,-67.74250031,0,0
48:26.8,-0.239,0.1225,0.0065,-0.897308475,0.61781895,7.722736875,97563.72681,-484500.0,-2500.0,-877000.0,39.32,12.22999954,-292.4091187,3.56220293,75.0,-0.261291653,-8.313726425,-68.29967499,0,0
48:26.9,-0.211,0.125,-0.001,-0.9414384,0.5295591,7.6295737,97559.94263,-474000.0,2000.0,-867000.0,39.32,12.22999954,-292.4091187,3.56220293,75.0,-0.261291653,-8.313726425,-68.29967499,0,0
48:26.9,-0.1855,0.125,0.002,-0.885050163,0.443750913,7.4138274,97561.22742,-473500.0,3500.0,-868750.0,39.32,12.14999962,-292.4091187,3.239378452,74.0,-0.261291653,-8.313726425,-68.29967499,0,0
48:27.0,-0.16,0.125,0.005,-0.828661925,0.357942725,7.1980811,97562.51221,-473000.0,5000.0,-870500.0,39.32,12.14999962,-292.4091187,3.239378452,74.0,-0.261291653,-8.313726425,-68.29967499,0,0
