time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,fault_state,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed
35:57.8,-0.0865,0.103,-0.1495,0.387362675,0.69627215,10.2185293,97632.04346,-147500,216000,-523500,39.54,0,4.029999733,13.50946426,2.048266649,212,-1.471297264,1.908403754,83.43898773,0
35:57.9,-0.053,0.112,-0.171,0.38245935,0.59820565,9.99297635,97634.05762,-145000,218000,-520000,39.54,0,4.039999724,11.31730079,2.064964533,212.5,-1.471297264,1.908403754,83.43898773,0
35:57.9,-0.019666667,0.068333333,-0.163,0.379190467,0.542634633,10.15315163,97632.83692,-144666.6667,220666.6667,-521666.6667,39.53666667,0,4.049999714,9.125137329,2.081662416,213,-1.471297264,1.908403754,83.43898773,0
35:58.0,0.013666667,0.024666667,-0.155,0.375921583,0.487063617,10.31332692,97631.61621,-144333.3333,223333.3333,-523333.3333,39.53333333,0,4.049999714,9.125137329,2.081662416,213,-1.471297264,1.908403754,83.43898773,0
35:58.0,0.047,-0.019,-0.147,0.3726527,0.4314926,10.4735022,97630.39551,-144000,226000,-525000,39.53,0,4.064999819,9.125137329,2.103926182,213.5,-1.471297264,1.908403754,83.43898773,0
35:58.0,0.0665,-0.046,-0.1225,0.367749375,0.514849125,10.48821218,97630.39551,-143500,226000,-524000,39.53,0,4.079999924,9.125137329,2.126189947,214,-1.471297264,1.908403754,83.43898773,0
35:58.1,0.086,-0.073,-0.098,0.36284605,0.59820565,10.50292215,97630.39551,-143000,226000,-523000,39.53,0,4.079999924,9.125137329,2.126189947,214,-1.471297264,1.908403754,83.43898773,0
35:58.1,0.121333333,-0.089,-0.086,0.408610417,0.506676917,10.75789505,97630.71696,-144000,225333.3333,-523000,39.53,0,4.089999915,3.859233856,2.148453713,214.5,-1.471297264,1.908403754,83.43898773,0
35:58.2,0.156666667,-0.105,-0.074,0.454374783,0.415148183,11.01286795,97631.03841,-145000,224666.6667,-523000,39.53,0,4.099999905,-1.406669617,2.170717478,215,-1.471297264,1.908403754,83.43898773,0
35:58.2,0.192,-0.121,-0.062,0.50013915,0.32361945,11.26784085,97631.35986,-146000,224000,-523000,39.53,0,4.099999905,-1.406669617,2.170717478,215,-2.24311471,2.19671464,86.27442169,0
35:58.2,0.21,-0.1165,-0.0435,0.5099458,0.308909475,11.22861425,97631.38733,-149000,220500,-525000,39.53,0,4.110000134,-1.406669617,2.22637701,216,-2.24311471,2.19671464,86.27442169,0
35:58.3,0.228,-0.112,-0.025,0.51975245,0.2941995,11.18938765,97631.41479,-152000,217000,-527000,39.53,0,4.110000134,-1.406669617,2.22637701,216,-2.24311471,2.19671464,86.27442169,0
35:58.3,0.2165,-0.093,-0.008,0.5687857,0.38245935,11.28745415,97630.35584,-154000,213500,-529500,39.53,0,4.110000134,-9.61933136,2.270904541,218,-2.24311471,2.19671464,86.27442169,0
35:58.4,0.205,-0.074,0.009,0.61781895,0.4707192,11.38552065,97629.29688,-156000,210000,-532000,39.53,0,4.110000134,-9.61933136,2.270904541,218,-2.24311471,2.19671464,86.27442169,0
35:58.4,0.181333333,-0.058,0.021,0.55897905,0.428223717,11.01286795,97628.14535,-157000,205333.3333,-533000,39.52666667,0,4.099999905,-9.61933136,2.298734188,218.5,-2.24311471,2.19671464,86.27442169,0
35:58.4,0.157666667,-0.042,0.033,0.50013915,0.385728233,10.64021525,97626.99382,-158000,200666.6667,-534000,39.52333333,0,4.089999676,-9.61933136,2.326563835,219,-2.24311471,2.19671464,86.27442169,0
35:58.5,0.134,-0.026,0.045,0.44129925,0.34323275,10.26756255,97625.84229,-159000,196000,-535000,39.52,0,4.089999676,-9.61933136,2.326563835,219,-2.24311471,2.19671464,86.27442169,0
35:58.5,0.138,-0.03,0.047,0.348136075,0.38245935,9.703680175,97629.11988,-158500,191500,-534000,39.52,0,4.059999943,-23.57463837,2.371091366,220,-0.631117284,6.834499359,86.38387299,0
35:58.6,0.142,-0.034,0.049,0.2549729,0.42168595,9.1397978,97632.39746,-158000,187000,-533000,39.52,0,4.059999943,-23.57463837,2.371091366,220,-0.631117284,6.834499359,86.38387299,0
35:58.6,0.149333333,-0.036,0.047,0.277855083,0.385728233,9.214982117,97630.28564,-158000,184000,-534000,39.52,0,4.049999953,-23.57463837,2.38778925,220.5,-0.631117284,6.834499359,86.38387299,0
35:58.6,0.156666667,-0.038,0.045,0.300737267,0.349770517,9.290166433,97628.17383,-158000,181000,-535000,39.52,0,4.039999962,-23.57463837,2.404487133,221,-0.631117284,6.834499359,86.38387299,0
35:58.7,0.164,-0.04,0.043,0.32361945,0.3138128,9.36535075,97626.06201,-158000,178000,-536000,39.52,0,4.039999962,-23.57463837,2.404487133,221,-0.631117284,6.834499359,86.38387299,0
35:58.7,0.1705,-0.0455,0.046,0.3334261,0.397169325,9.34573745,97627.55432,-159000,175500,-539500,39.525,0,4.029999972,-23.57463837,2.415619016,222,-0.631117284,6.834499359,86.38387299,0
35:58.8,0.177,-0.051,0.049,0.34323275,0.48052585,9.32612415,97629.04663,-160000,173000,-543000,39.53,0,4.019999981,-23.57463837,2.426750898,223,-0.631117284,6.834499359,86.38387299,0
35:58.8,0.163,-0.068666667,0.045333333,0.356308283,0.513214683,9.558214867,97630.27751,-159666.6667,169000,-541666.6667,39.53,0,4.019999981,-24.70779419,2.449014664,224,-0.631117284,6.834499359,86.38387299,0
35:58.8,0.149,-0.086333333,0.041666667,0.369383817,0.545903517,9.790305583,97631.50838,-159333.3333,165000,-540333.3333,39.53,0,4.019999981,-24.70779419,2.449014664,224,-0.631117284,6.834499359,86.38387299,0
35:58.9,0.135,-0.104,0.038,0.38245935,0.57859235,10.0223963,97632.73926,-159000,161000,-539000,39.53,0,4.019999981,-24.70779419,2.449014664,224,-0.631117284,6.834499359,86.38387299,0
35:58.9,0.0305,-0.093,0.04,0.3726527,0.53936575,10.00768633,97631.28662,-160000,158500,-544000,39.525,0,4.019999981,-28.860569,2.449014664,224.5,0.00956899,8.757216455,85.87119294,0
35:59.0,-0.074,-0.082,0.042,0.36284605,0.50013915,9.99297635,97629.83398,-161000,156000,-549000,39.52,0,4.019999981,-33.01334381,2.449014664,225,0.650255263,10.67993355,85.35851288,0
35:59.0,-0.076333333,-0.077333333,0.039333333,0.36284605,0.516483567,10.16295828,97630.39144,-162000,156000,-548333.3333,39.52,0,4.019999981,-33.01334381,2.449014664,226,0.650255263,10.67993355,85.35851288,0
35:59.0,-0.078666667,-0.072666667,0.036666667,0.36284605,0.532827983,10.33294022,97630.94889,-163000,156000,-547666.6667,39.52,0,4.019999981,-33.01334381,2.449014664,226,0.650255263,10.67993355,85.35851288,0
35:59.1,-0.081,-0.068,0.034,0.36284605,0.5491724,10.50292215,97631.50635,-164000,156000,-547000,39.52,0,4.019999981,-33.01334381,2.449014664,226,0.650255263,10.67993355,85.35851288,0
35:59.1,-0.149666667,-0.072333333,0.036333333,0.346501633,0.48052585,10.34928463,97630.56844,-166333.3333,158666.6667,-547000,39.52,0,4.019999981,-32.51419067,2.426750898,228,0.650255263,10.67993355,85.35851288,0
35:59.2,-0.218333333,-0.076666667,0.038666667,0.330157217,0.4118793,10.19564712,97629.63054,-168666.6667,161333.3333,-547000,39.52,0,4.019999981,-32.51419067,2.426750898,228,0.650255263,10.67993355,85.35851288,0
35:59.2,-0.287,-0.081,0.041,0.3138128,0.34323275,10.0420096,97628.69263,-171000,164000,-547000,39.52,0,4.019999981,-32.51419067,2.415619016,228.5,0.650255263,10.67993355,85.35851288,0
35:59.2,-0.27,-0.0785,0.0485,0.32361945,0.3334261,10.25285258,97628.69263,-171000,164000,-547000,39.52,0,4.019999981,-32.51419067,2.404487133,229,0.650255263,10.67993355,85.35851288,0
35:59.3,-0.253,-0.076,0.056,0.3334261,0.32361945,10.46369555,97628.69263,-171000,164000,-547000,39.52,0,4.014999867,-30.15785217,2.38778925,229.5,1.601714522,9.191483976,84.92459488,0
35:59.3,-0.241,-0.0805,0.0685,0.299102825,0.4707192,10.24794925,97628.97034,-174000,171500,-544500,39.52,0,4.009999752,-27.80151367,2.371091366,230,2.55317378,7.703034401,84.49067688,0
35:59.4,-0.229,-0.085,0.081,0.26477955,0.61781895,10.03220295,97629.24805,-177000,179000,-542000,39.52,0,4.009999752,-27.80151367,2.371091366,230,2.55317378,7.703034401,84.49067688,0
35:59.4,-0.214,-0.075333333,0.063333333,0.28439285,0.5687857,10.04527848,97628.59497,-178000,181000,-541000,39.52,0,4,-27.80151367,2.326563835,231,2.55317378,7.703034401,84.49067688,0
35:59.4,-0.199,-0.065666667,0.045666667,0.30400615,0.51975245,10.05835402,97627.9419,-179000,183000,-540000,39.52,0,4,-27.80151367,2.326563835,231,2.55317378,7.703034401,84.49067688,0
35:59.5,-0.184,-0.056,0.028,0.32361945,0.4707192,10.07142955,97627.28882,-180000,185000,-539000,39.52,0,4,-27.80151367,2.326563835,231,2.55317378,7.703034401,84.49067688,0
35:59.5,-0.185,-0.0545,0.0195,0.34323275,0.524655775,10.26756255,97628.45154,-182500,191500,-537500,39.515,0,3.99000001,-19.93904114,2.282036304,233,2.55317378,7.703034401,84.49067688,0
35:59.6,-0.186,-0.053,0.011,0.36284605,0.57859235,10.46369555,97629.61426,-185000,198000,-536000,39.51,0,3.99000001,-19.93904114,2.282036304,233,2.55317378,7.703034401,84.49067688,0
35:59.6,-0.164333333,-0.008666667,0.009666667,0.395534883,0.552441283,10.52907322,97629.42912,-185666.6667,199333.3333,-533333.3333,39.51,0,3.98000002,-19.93904114,2.259772539,233.5,3.067397118,6.028149605,84.13182068,0
35:59.6,-0.142666667,0.035666667,0.008333333,0.428223717,0.526290217,10.59445088,97629.24398,-186333.3333,200666.6667,-530666.6667,39.51,0,3.970000029,-19.93904114,2.237508774,234,3.581620455,4.353264809,83.77296448,0
35:59.7,-0.121,0.08,0.007,0.46091255,0.50013915,10.65982855,97629.05884,-187000,202000,-528000,39.51,0,3.970000029,-19.93904114,2.237508774,234,3.581620455,4.353264809,83.77296448,0
35:59.7,-0.095,0.066666667,0.009333333,0.467450317,0.454374783,10.81019718,97629.28874,-187666.6667,204666.6667,-528666.6667,39.51,0,3.959999919,-19.93904114,2.215245009,234.5,3.581620455,4.353264809,83.77296448,0
35:59.8,-0.069,0.053333333,0.011666667,0.473988083,0.408610417,10.96056582,97629.51864,-188333.3333,207333.3333,-529333.3333,39.51,0,3.949999809,-19.93904114,2.192981243,235,3.581620455,4.353264809,83.77296448,0
35:59.8,-0.043,0.04,0.014,0.48052585,0.36284605,11.11093445,97629.74854,-189000,210000,-530000,39.51,0,3.934999824,-16.74375534,2.170717478,235.5,3.581620455,4.353264809,83.77296448,0
35:59.8,-0.051,0.0335,0.0375,0.392266,0.3334261,10.65492523,97630.09339,-185500,210500,-527500,39.51,0,3.919999838,-13.54846954,2.148453712,236,3.581620455,4.353264809,83.77296448,0
35:59.9,-0.059,0.027,0.061,0.30400615,0.30400615,10.198916,97630.43823,-182000,211000,-525000,39.51,0,3.919999838,-13.54846954,2.148453712,236,3.581620455,4.353264809,83.77296448,0
35:59.9,-0.0435,0.0235,0.063,0.32361945,0.392266,9.87529655,97630.41687,-182000,212500,-526000,39.51,0,3.899999857,-13.54846954,2.126189947,236.5,3.581620455,4.353264809,83.77296448,0
36:00.0,-0.028,0.02,0.065,0.34323275,0.48052585,9.5516771,97630.39551,-182000,214000,-527000,39.51,0,3.879999876,-13.54846954,2.103926182,237,3.581620455,4.353264809,83.77296448,0
36:00.0,-0.049333333,0.036,0.062333333,0.336694983,0.513214683,9.411115117,97628.81266,-180666.6667,213666.6667,-526666.6667,39.51,0,3.839999914,-9.274291992,2.070530415,239,3.581620455,4.353264809,83.77296448,0
36:00.0,-0.070666667,0.052,0.059666667,0.330157217,0.545903517,9.270553133,97627.22982,-179333.3333,213333.3333,-526333.3333,39.51,0,3.839999914,-9.274291992,2.070530415,239,3.581620455,4.353264809,83.77296448,0
36:00.1,-0.092,0.068,0.057,0.32361945,0.57859235,9.12999115,97625.64697,-178000,213000,-526000,39.51,0,3.824999929,-2.805757523,2.053832651,239.5,2.893321395,3.588007212,83.1884079,0
36:00.1,-0.1005,0.076,0.049,0.28439285,0.6276256,9.0417313,97627.97852,-177000,215000,-525000,39.51,0,3.809999943,3.662776947,2.037134886,240,2.205022335,2.822749615,82.60385132,0
36:00.2,-0.109,0.084,0.041,0.24516625,0.67665885,8.95347145,97630.31006,-176000,217000,-524000,39.51,0,3.809999943,3.662776947,2.037134886,240,2.205022335,2.822749615,82.60385132,0
36:00.2,-0.1145,0.084,0.0285,0.247617913,0.639883913,9.000053038,97629.95301,-174250,217750,-523500,39.51,0,3.779999971,3.662776947,2.003739119,241,2.205022335,2.822749615,82.60385132,0
36:00.2,-0.12,0.084,0.016,0.250069575,0.603108975,9.046634625,97629.59595,-172500,218500,-523000,39.51,0,3.778333306,3.783384959,2.000028511,241.1666667,2.205022335,2.822749615,82.60385132,0
36:00.3,-0.1255,0.084,0.0035,0.252521238,0.566334038,9.093216213,97629.2389,-170750,219250,-522500,39.51,0,3.776666641,3.903992971,1.996317903,241.3333333,2.205022335,2.822749615,82.60385132,0
36:00.3,-0.131,0.084,-0.009,0.2549729,0.5295591,9.1397978,97628.88184,-169000,220000,-522000,39.51,0,3.774999976,4.024600983,1.992607296,241.5,2.205022335,2.822749615,82.60385132,0
36:00.4,-0.1115,0.073,-0.0155,0.259876225,0.5099458,9.0025047,97627.12098,-168000,221500,-521000,39.505,0,3.769999981,4.386425018,1.981475472,242,2.205022335,2.822749615,82.60385132,0
36:00.4,-0.092,0.062,-0.022,0.26477955,0.4903325,8.8652116,97625.36011,-167000,223000,-520000,39.5,0,3.764999986,4.386425018,1.975909531,243,1.450336695,1.927771449,82.47838974,0
36:00.4,-0.071,0.049333333,-0.019333333,0.271317317,0.454374783,9.054806833,97626.39771,-165333.3333,226000,-519333.3333,39.5,0,3.75999999,4.386425018,1.97034359,244,0.695651054,1.032793283,82.35292816,0
36:00.5,-0.05,0.036666667,-0.016666667,0.277855083,0.418417067,9.244402067,97627.4353,-163666.6667,229000,-518666.6667,39.5,0,3.75999999,4.386425018,1.97034359,244,0.695651054,1.032793283,82.35292816,0
36:00.5,-0.029,0.024,-0.014,0.28439285,0.38245935,9.4339973,97628.4729,-162000,232000,-518000,39.5,0,3.75999999,4.386425018,1.97034359,244,0.695651054,1.032793283,82.35292816,0
36:00.6,-0.013,0.03,0.003,0.2941995,0.5099458,9.24767095,97628.4729,-162000,232000,-518000,39.5,0,3.769999981,13.29364777,1.97034359,245,0.695651054,1.032793283,82.35292816,0
36:00.6,-0.025,0.0385,0.0075,0.259876225,0.495235825,9.340834125,97624.96338,-160500,231500,-518000,39.5,0,3.789999962,13.29364777,1.97034359,246,0.695651054,1.032793283,82.35292816,0
36:00.6,-0.037,0.047,0.012,0.22555295,0.48052585,9.4339973,97621.45386,-159000,231000,-518000,39.5,0,3.789999962,13.29364777,1.97034359,246,0.695651054,1.032793283,82.35292816,0
36:00.7,-0.0335,0.0425,0.01525,0.24516625,0.532010763,9.5124505,97623.8144,-158750,231750,-519000,39.5,0,3.796666622,13.29364777,1.97034359,246.6666667,0.695651054,1.032793283,82.35292816,0
36:00.7,-0.03,0.038,0.0185,0.26477955,0.583495675,9.5909037,97626.17493,-158500,232500,-520000,39.5,0,3.803333283,13.29364777,1.97034359,247.3333333,0.695651054,1.032793283,82.35292816,0
36:00.8,-0.0265,0.0335,0.02175,0.28439285,0.634980588,9.6693569,97628.53547,-158250,233250,-521000,39.5,0,3.809999943,13.29364777,1.97034359,248,0.695651054,1.032793283,82.35292816,0
36:00.8,-0.023,0.029,0.025,0.30400615,0.6864655,9.7478101,97630.896,-158000,234000,-522000,39.5,0,3.824999929,11.38315201,1.981475473,248.5,0.695651054,1.032793283,82.35292816,0
36:00.8,-0.0195,0.0565,0.018,0.3138128,0.7453054,9.5516771,97627.70386,-156500,232500,-520000,39.5,0,3.839999914,9.47265625,1.992607355,249,0.695651054,1.032793283,82.35292816,0
36:00.9,-0.016,0.084,0.011,0.32361945,0.8041453,9.3555441,97624.51172,-155000,231000,-518000,39.5,0,3.839999914,9.47265625,1.992607355,249,-0.341683209,0.606755316,82.17443848,0
36:00.9,0.026,0.053,-0.0065,0.32361945,0.6472389,9.321220825,97625.85755,-153000,230000,-520000,39.5,0,3.8549999,11.53159142,2.003739238,249.5,-0.341683209,0.606755316,82.17443848,0
36:01.0,0.068,0.022,-0.024,0.32361945,0.4903325,9.28689755,97627.20337,-151000,229000,-522000,39.5,0,3.869999886,13.59052658,2.01487112,250,-0.341683209,0.606755316,82.17443848,0
36:01.0,0.043,0.021333333,-0.018666667,0.320350567,0.447837017,9.3359308,97625.30314,-150333.3333,230000,-522333.3333,39.5,0,3.909999847,13.59052658,2.048266649,251,-0.341683209,0.606755316,82.17443848,0
36:01.0,0.018,0.020666667,-0.013333333,0.317081683,0.405341533,9.38496405,97623.40292,-149666.6667,231000,-522666.6667,39.5,0,3.909999847,13.59052658,2.048266649,251,-0.341683209,0.606755316,82.17443848,0
36:01.1,-0.007,0.02,-0.008,0.3138128,0.36284605,9.4339973,97621.50269,-149000,232000,-523000,39.5,0,3.926666498,13.59052658,2.059398571,251.6666667,-0.341683209,0.606755316,82.17443848,0
36:01.1,0.007333333,0.022333333,-0.006666667,0.32361945,0.336694983,9.466686133,97623.72437,-148666.6667,231000,-523333.3333,39.49666667,0,3.943333149,13.59052658,2.070530494,252.3333333,-0.341683209,0.606755316,82.17443848,0
36:01.2,0.021666667,0.024666667,-0.005333333,0.3334261,0.310543917,9.499374967,97625.94604,-148333.3333,230000,-523666.6667,39.49333333,0,3.9599998,13.59052658,2.081662416,253,-0.341683209,0.606755316,82.17443848,0
36:01.2,0.036,0.027,-0.004,0.34323275,0.28439285,9.5320638,97628.16772,-148000,229000,-524000,39.49,0,4,11.49272919,2.115057945,254,-1.099372149,1.321598887,82.32569885,0
36:01.2,0.064,0.0425,0.0025,0.3530394,0.387362675,9.693873525,97628.7384,-146500,228000,-521500,39.49,0,4,11.49272919,2.115057945,254,-1.099372149,1.321598887,82.32569885,0
36:01.3,0.092,0.058,0.009,0.36284605,0.4903325,9.85568325,97629.30908,-145000,227000,-519000,39.49,0,4,11.49272919,2.115057945,254,-1.099372149,1.321598887,82.32569885,0
36:01.3,0.086,0.029666667,0.023,0.36284605,0.516483567,9.85568325,97627.93782,-144666.6667,226333.3333,-520000,39.49,0,4.049999714,10.43605804,2.159585714,255,-1.099372149,1.321598887,82.32569885,0
36:01.4,0.08,0.001333333,0.037,0.36284605,0.542634633,9.85568325,97626.56657,-144333.3333,225666.6667,-521000,39.49,0,4.049999714,10.43605804,2.159585714,255,-1.099372149,1.321598887,82.32569885,0
36:01.4,0.074,-0.027,0.051,0.36284605,0.5687857,9.85568325,97625.19531,-144000,225000,-522000,39.49,0,4.049999714,10.43605804,2.159585714,255,-1.099372149,1.321598887,82.32569885,0
36:01.4,0.043,-0.0305,0.0565,0.377556025,0.593302325,10.28717585,97627.71912,-141000,221500,-522000,39.49,0,4.110000134,10.43605804,2.204113245,257,-1.099372149,1.321598887,82.32569885,0
36:01.5,0.012,-0.034,0.062,0.392266,0.61781895,10.71866845,97630.24292,-138000,218000,-522000,39.49,0,4.110000134,10.43605804,2.204113245,257,-1.099372149,1.321598887,82.32569885,0
36:01.5,0.053,-0.002,0.059,0.3138128,0.622722275,9.81645665,97629.64783,-140000,215500,-524000,39.49,0,4.159999847,-0.063705444,2.248640776,258,-1.099372149,1.321598887,82.32569885,0
36:01.6,0.094,0.03,0.056,0.2353596,0.6276256,8.91424485,97629.05273,-142000,213000,-526000,39.49,0,4.159999847,-0.063705444,2.248640776,258,-1.099372149,1.321598887,82.32569885,0
36:01.6,0.076,0.018333333,0.043333333,0.258241783,0.702809917,9.136528917,97629.69564,-140666.6667,212666.6667,-526666.6667,39.49,0,4.184999943,-0.063705444,2.276470423,259,-1.099372149,1.321598887,82.32569885,0
36:01.6,0.058,0.006666667,0.030666667,0.281123967,0.777994233,9.358812983,97630.33854,-139333.3333,212333.3333,-527333.3333,39.49,0,4.210000038,-0.063705444,2.30430007,260,-1.099372149,1.321598887,82.32569885,0
36:01.7,0.04,-0.005,0.018,0.30400615,0.85317855,9.58109705,97630.98145,-138000,212000,-528000,39.49,0,4.210000038,-0.063705444,2.30430007,260,-1.523099542,3.563552618,81.31517029,0
36:01.7,-0.0065,0.0295,0.006,0.250069575,0.730595425,9.12999115,97629.38538,-138000,208500,-526500,39.485,0,4.259999752,-8.290863037,2.359959602,261,-1.523099542,3.563552618,81.31517029,0
36:01.8,-0.053,0.064,-0.006,0.196133,0.6080123,8.67888525,97627.78931,-138000,205000,-525000,39.48,0,4.259999752,-8.290863037,2.359959602,261,-1.523099542,3.563552618,81.31517029,0
36:01.8,-0.031666667,0.024666667,-0.008,0.18632635,0.536096867,8.822716117,97629.2867,-136666.6667,205666.6667,-526333.3333,39.48,0,4.319999695,-8.290863037,2.415618896,262,-1.523099542,3.563552618,81.31517029,0
36:01.8,-0.010333333,-0.014666667,-0.01,0.1765197,0.464181433,8.966546983,97630.7841,-135333.3333,206333.3333,-527666.6667,39.48,0,4.319999695,-8.290863037,2.415618896,262,-1.523099542,3.563552618,81.31517029,0
36:01.9,0.011,-0.054,-0.012,0.16671305,0.392266,9.11037785,97632.28149,-134000,207000,-529000,39.48,0,4.319999695,-8.290863037,2.415618896,262,-1.523099542,3.563552618,81.31517029,0
36:01.9,0.028,-0.067,-0.006,0.269682875,0.40207265,9.468320575,97632.78809,-134500,207500,-527500,39.48,0,4.389999866,-14.26734924,2.471278429,264,-1.523099542,3.563552618,81.31517029,0
36:02.0,0.045,-0.08,9.80E-18,0.3726527,0.4118793,9.8262633,97633.29468,-135000,208000,-526000,39.48,0,4.389999866,-14.26734924,2.471278429,264,-1.523099542,3.563552618,81.31517029,0
36:02.0,0.030333333,-0.07,0.003666667,0.395534883,0.44129925,10.12373168,97632.61719,-135333.3333,207333.3333,-527333.3333,39.48,0,4.429999828,-14.26734924,2.504674077,264.5,-1.417124182,3.751474083,81.29935074,0
36:02.0,0.015666667,-0.06,0.007333333,0.418417067,0.4707192,10.42120007,97631.9397,-135666.6667,206666.6667,-528666.6667,39.48,0,4.46999979,-14.26734924,2.538069725,265,-1.311148823,3.939395547,81.28353119,0
36:02.1,0.001,-0.05,0.011,0.44129925,0.50013915,10.71866845,97631.26221,-136000,206000,-530000,39.48,0,4.496666431,-13.4147644,2.56033349,265.6666667,-1.240498583,4.064676523,81.27298482,0
36:02.1,-0.0885,-0.073,0.028,0.40207265,0.4707192,10.67453853,97633.19703,-139000,205500,-531000,39.48,0,4.523333073,-12.56217957,2.582597256,266.3333333,-1.169848343,4.1899575,81.26243846,0
36:02.2,-0.178,-0.096,0.045,0.36284605,0.44129925,10.6304086,97635.13184,-142000,205000,-532000,39.48,0,4.549999714,-11.70959473,2.604861021,267,-1.099198103,4.315238476,81.25189209,0
36:02.2,-0.151666667,-0.103,0.045333333,0.42168595,0.5099458,10.91153257,97635.13387,-143000,205333.3333,-531000,39.48,0,4.619999886,-11.70959473,2.660520315,268,-1.099198103,4.315238476,81.25189209,0
36:02.2,-0.125333333,-0.11,0.045666667,0.48052585,0.57859235,11.19265653,97635.13591,-144000,205666.6667,-530000,39.48,0,4.619999886,-11.70959473,2.660520315,268,-1.099198103,4.315238476,81.25189209,0
36:02.3,-0.099,-0.117,0.046,0.53936575,0.6472389,11.4737805,97635.13794,-145000,206000,-529000,39.48,0,4.639999867,-15.38467407,2.679073493,268.3333333,-1.099198103,4.315238476,81.25189209,0
36:02.3,-0.0775,-0.0965,0.0455,0.53936575,0.593302325,11.67481683,97635.70557,-146500,210500,-529500,39.48,0,4.659999847,-19.05975342,2.69762667,268.6666667,-1.099198103,4.315238476,81.25189209,0
36:02.4,-0.056,-0.076,0.045,0.53936575,0.53936575,11.87585315,97636.27319,-148000,215000,-530000,39.48,0,4.679999828,-22.73483276,2.716179848,269,-1.099198103,4.315238476,81.25189209,0
36:02.4,-0.028666667,-0.037666667,0.048,0.562247933,0.614550067,11.90854198,97637.37182,-149666.6667,216000,-527666.6667,39.48,0,4.693333149,-22.73483276,2.738443613,269.6666667,-1.099198103,4.315238476,81.25189209,0
36:02.4,-0.001333333,0.000666667,0.051,0.585130117,0.689734383,11.94123082,97638.47046,-151333.3333,217000,-525333.3333,39.48,0,4.706666469,-22.73483276,2.760707379,270.3333333,-1.099198103,4.315238476,81.25189209,0
36:02.5,0.026,0.039,0.054,0.6080123,0.7649187,11.97391965,97639.56909,-153000,218000,-523000,39.48,0,4.71999979,-22.73483276,2.782971144,271,-1.099198103,4.315238476,81.25189209,0
36:02.5,0.0265,0.0095,0.046,0.534462425,0.681562175,11.40023063,97638.11951,-153000,218000,-525000,39.48,0,4.729999781,-24.73154068,2.816366792,271.5,-0.338795885,3.629664541,80.69839096,0
36:02.6,0.027,-0.02,0.038,0.46091255,0.59820565,10.8265416,97636.66992,-153000,218000,-527000,39.48,0,4.739999771,-26.7282486,2.84976244,272,0.421606332,2.944090605,80.14488983,0
36:02.6,0.026333333,-0.035,0.032333333,0.447837017,0.7060788,10.77750835,97638.14901,-152000,216666.6667,-526666.6667,39.48,0,4.739999771,-26.7282486,2.927685738,274,0.421606332,2.944090605,80.14488983,0
36:02.6,0.025666667,-0.05,0.026666667,0.434761483,0.81395195,10.7284751,97639.62809,-151000,215333.3333,-526333.3333,39.48,0,4.739999771,-26.7282486,2.927685738,274,0.421606332,2.944090605,80.14488983,0
36:02.7,0.025,-0.065,0.021,0.42168595,0.9218251,10.67944185,97641.10718,-150000,214000,-526000,39.48,0,4.739999771,-28.08027268,2.966647268,274.5,0.421606332,2.944090605,80.14488983,0
36:02.7,0.018,-0.07,0.008333333,0.424954833,0.876060733,10.81019718,97639.19474,-151333.3333,214000,-526666.6667,39.47666667,0,4.739999771,-29.43229675,3.005608797,275,0.421606332,2.944090605,80.14488983,0
36:02.8,0.011,-0.075,-0.004333333,0.428223717,0.830296367,10.94095252,97637.28231,-152666.6667,214000,-527333.3333,39.47333333,0,4.739999771,-29.43229675,3.005608797,275,0.421606332,2.944090605,80.14488983,0
36:02.8,0.004,-0.08,-0.017,0.4314926,0.784532,11.07170785,97635.36987,-154000,214000,-528000,39.47,0,4.71999979,-29.43229675,3.094663858,277,0.421606332,2.944090605,80.14488983,0
36:02.8,0.034,-0.05,-0.0435,0.436395925,0.818855275,10.79712165,97638.77258,-153000,212000,-526000,39.475,0,4.71999979,-29.43229675,3.094663858,277,0.421606332,2.944090605,80.14488983,0
36:02.9,0.064,-0.02,-0.07,0.44129925,0.85317855,10.52253545,97642.17529,-152000,210000,-524000,39.48,0,4.71999979,-29.43229675,3.094663858,277,0.421606332,2.944090605,80.14488983,0
36:02.9,0.082,-0.009,-0.079333333,0.398803767,0.728960983,10.2773692,97641.16618,-154333.3333,207000,-524000,39.47666667,0,4.7099998,-24.97844696,3.139191389,277.5,0.908666507,3.35632968,80.11196518,0
36:03.0,0.1,0.002,-0.088666667,0.356308283,0.604743417,10.03220295,97640.15706,-156666.6667,204000,-524000,39.47333333,0,4.699999809,-20.52459717,3.18371892,278,1.395726681,3.768568754,80.07904053,0
36:03.0,0.118,0.013,-0.098,0.3138128,0.48052585,9.7870367,97639.14795,-159000,201000,-524000,39.47,0,4.684999943,-20.52459717,3.233812452,278.5,1.395726681,3.768568754,80.07904053,0
