time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured,field.measured.1,field.measured.2,fault_state,field.airspeed
12:05.0,0.032333333,-0.326333333,-0.278666667,2.046320967,1.18660465,14.19676032,-598666.6667,2695333.333,-1036666.667,98654.96012,28.48333333,29.92499924,-159.1585083,-0.69308579,209,1.776046038,36.51201248,100.4742966,0,0
12:05.1,0.007666667,-0.317666667,-0.284333333,2.033245433,1.18660465,13.88948528,-615333.3333,2694666.667,-1043333.333,98656.39242,28.48666667,29.97999954,-159.1585083,-0.168008566,208,1.776046038,36.51201248,100.4742966,0,0
12:05.1,-0.017,-0.309,-0.29,2.0201699,1.18660465,13.58221025,-632000,2694000,-1050000,98657.82471,28.49,30.02499962,-173.2567749,-0.922477067,207,2.54404378,38.71934891,106.5531273,0,0
12:05.2,0.002333333,-0.312666667,-0.298666667,2.105160867,1.08853815,13.6116302,-641333.3333,2694000,-1056000,98656.90308,28.48666667,30.06999969,-187.3550415,-1.676945567,206,3.312041521,40.92668533,112.631958,0,0
12:05.2,0.021666667,-0.316333333,-0.307333333,2.190151833,0.99047165,13.64105015,-650666.6667,2694000,-1062000,98655.98144,28.48333333,30.06999969,-187.3550415,-1.676945567,206,3.312041521,40.92668533,112.631958,0,0
12:05.2,0.041,-0.32,-0.316,2.2751428,0.89240515,13.6704701,-660000,2694000,-1068000,98655.05981,28.48,30.14999962,-187.3550415,-0.564417124,205,3.312041521,40.92668533,112.631958,0,0
12:05.3,0.101,-0.308,-0.309,2.0593965,0.97085835,12.3956056,-706000,2693000,-1078000,98656.57349,28.48,30.14999962,-187.3550415,-0.564417124,205,3.312041521,40.92668533,112.631958,0,0
12:05.3,0.09275,-0.31325,-0.30575,2.081461463,0.975761675,12.6309652,-700500,2693000,-1073250,98658.41523,28.48,30.18499947,-196.6403961,-0.886862576,204,3.312041521,40.92668533,112.631958,0,0
12:05.4,0.0845,-0.3185,-0.3025,2.103526425,0.980665,12.8663248,-695000,2693000,-1068500,98660.25696,28.48,30.21999931,-205.9257507,-1.209308028,203,3.312041521,40.92668533,112.631958,0,0
12:05.4,0.07625,-0.32375,-0.29925,2.125591388,0.985568325,13.1016844,-689500,2693000,-1063750,98662.0987,28.48,30.21999931,-205.9257507,-1.209308028,203,3.312041521,40.92668533,112.631958,0,0
12:05.4,0.068,-0.329,-0.296,2.14765635,0.99047165,13.337044,-684000,2693000,-1059000,98663.94043,28.48,30.28999901,-205.9257507,-0.091601156,201,4.042408943,42.77731323,120.9446182,0,0
12:05.5,0.0435,-0.3425,-0.2915,2.064299825,1.06892485,14.03821948,-715000,2692000,-1068000,98665.31372,28.48,30.28999901,-205.9257507,-0.091601156,201,4.042408943,42.77731323,120.9446182,0,0
12:05.5,0.019,-0.356,-0.287,1.9809433,1.14737805,14.73939495,-746000,2691000,-1077000,98666.68701,28.48,30.34999847,-233.4276123,-1.600210428,199,4.042408943,42.77731323,120.9446182,0,0
12:05.6,0.082666667,-0.377,-0.288,2.229378433,1.085269267,15.44547375,-754666.6667,2690666.667,-1081666.667,98664.3453,28.48,30.34999847,-233.4276123,-1.600210428,199,4.042408943,42.77731323,120.9446182,0,0
12:05.6,0.146333333,-0.398,-0.289,2.477813567,1.023160483,16.15155255,-763333.3333,2690333.333,-1086333.333,98662.00358,28.48,30.34999847,-233.4276123,-1.600210428,199,4.042408943,42.77731323,120.9446182,0,0
12:05.6,0.21,-0.419,-0.29,2.7262487,0.9610517,16.85763135,-772000,2690000,-1091000,98659.66187,28.48,30.36999893,-233.4276123,-1.016664058,198,4.042408943,42.77731323,120.9446182,0,0
12:05.7,0.02,-0.4125,-0.2585,2.61837555,1.24544455,18.06875263,-768500,2690000,-1083000,98662.64649,28.475,30.38999939,-233.4276123,-0.433117688,197,4.042408943,42.77731323,120.9446182,0,0
12:05.7,-0.17,-0.406,-0.227,2.5105024,1.5298374,19.2798739,-765000,2690000,-1075000,98665.6311,28.47,30.42000008,-251.4326172,-0.96425873,195,5.224395275,44.43834305,128.0574493,0,0
12:05.8,-0.121666667,-0.417666667,-0.247666667,2.713173167,1.6671305,20.3389921,-780333.3333,2689666.667,-1078666.667,98665.37475,28.47333333,30.40999985,-251.4326172,-0.685936506,194.5,5.224395275,44.43834305,128.0574493,0,0
12:05.8,-0.073333333,-0.429333333,-0.268333333,2.915843933,1.8044236,21.3981103,-795666.6667,2689333.333,-1082333.333,98665.11841,28.47666667,30.39999962,-251.4326172,-0.407614283,194,5.224395275,44.43834305,128.0574493,0,0
12:05.8,-0.025,-0.441,-0.289,3.1185147,1.9417167,22.4572285,-811000,2689000,-1086000,98664.86206,28.48,30.38999939,-251.4326172,-0.12929206,193.5,5.224395275,44.43834305,128.0574493,0,0
12:05.9,0.108,-0.453,-0.3325,3.38329425,1.6867438,23.1240807,-812500,2688500,-1079500,98665.85999,28.475,30.37999916,-251.4326172,0.149030164,193,5.224395275,44.43834305,128.0574493,0,0
12:05.9,0.241,-0.465,-0.376,3.6480738,1.4317709,23.7909329,-814000,2688000,-1073000,98666.85791,28.47,30.37999916,-251.4326172,0.149030164,193,5.224395275,44.43834305,128.0574493,0,0
12:06.0,0.2325,-0.4445,-0.33,3.398004225,1.32389775,21.5942433,-817500,2687500,-1061500,98662.8418,28.47,30.26999855,-272.1885681,1.139952779,191,5.224395275,44.43834305,128.0574493,0,0
12:06.0,0.224,-0.424,-0.284,3.14793465,1.2160246,19.3975537,-821000,2687000,-1050000,98658.82568,28.47,30.26999855,-272.1885681,1.139952779,191,5.224395275,44.43834305,128.0574493,0,0
12:06.0,0.102,-0.391666667,-0.262333333,2.896230633,1.30428445,17.5342902,-813000,2686666.667,-1040000,98658.4615,28.47,30.16999912,-272.1885681,0.566905354,190,5.224395275,44.43834305,128.0574493,0,0
12:06.1,-0.02,-0.359333333,-0.240666667,2.644526617,1.3925443,15.6710267,-805000,2686333.333,-1030000,98658.09733,28.47,30.06999969,-272.1885681,-0.00614207,189,5.224395275,44.43834305,128.0574493,0,0
12:06.1,-0.142,-0.327,-0.219,2.3928226,1.48080415,13.8077632,-797000,2686000,-1020000,98657.73315,28.47,29.81999969,-313.5236816,0.891699374,187,7.987556934,47.20626831,140.5801697,0,0
12:06.2,-0.142,-0.327333333,-0.237,2.445124733,1.40235095,14.6511351,-812000,2685666.667,-1026000,98656.96207,28.47,29.81999969,-313.5236816,0.891699374,187,7.987556934,47.20626831,140.5801697,0,0
12:06.2,-0.142,-0.327666667,-0.255,2.497426867,1.32389775,15.494507,-827000,2685333.333,-1032000,98656.191,28.47,29.81999969,-313.5236816,0.891699374,187,7.987556934,47.20626831,140.5801697,0,0
12:06.2,-0.142,-0.328,-0.273,2.549729,1.24544455,16.3378789,-842000,2685000,-1038000,98655.41992,28.47,29.53999901,-313.5236816,-0.30900991,185,7.987556934,47.20626831,140.5801697,0,0
12:06.3,-0.1735,-0.308,-0.2865,2.36340265,1.2160246,15.16598423,-819000,2685000,-1013000,98653.49732,28.47,29.53999901,-313.5236816,-0.30900991,185,7.987556934,47.20626831,140.5801697,0,0
12:06.3,-0.205,-0.288,-0.3,2.1770763,1.18660465,13.99408955,-796000,2685000,-988000,98651.57471,28.47,29.53999901,-313.5236816,-0.30900991,185,7.987556934,47.20626831,140.5801697,0,0
12:06.4,-0.114666667,-0.296666667,-0.308333333,2.16726965,1.042773783,14.33405342,-775666.6667,2685333.333,-972000,98649.29606,28.47,29.25,-331.5359192,0.576906025,182,7.987556934,47.20626831,140.5801697,0,0
12:06.4,-0.024333333,-0.305333333,-0.316666667,2.157463,0.898942917,14.67401728,-755333.3333,2685666.667,-956000,98647.01742,28.47,29.09499932,-331.5359192,0.662961751,181,7.987556934,47.20626831,140.5801697,0,0
12:06.4,0.066,-0.314,-0.325,2.14765635,0.75511205,15.01398115,-735000,2686000,-940000,98644.73877,28.47,28.93999863,-331.5359192,0.749017477,180,7.987556934,47.20626831,140.5801697,0,0
12:06.5,-0.053,-0.31,-0.2875,1.956426675,0.89240515,13.78324658,-717000,2686000,-932500,98642.06848,28.47,28.93999863,-331.5359192,0.749017477,180,7.987556934,47.20626831,140.5801697,0,0
12:06.5,-0.172,-0.306,-0.25,1.765197,1.02969825,12.552512,-699000,2686000,-925000,98639.39819,28.47,28.93999863,-331.5359192,0.749017477,180,7.987556934,47.20626831,140.5801697,0,0
12:06.6,-0.135333333,-0.276,-0.256,1.63771055,1.016622717,12.36945453,-698666.6667,2685666.667,-911000,98638.34635,28.47,28.61999893,-362.6930237,1.50321877,178,7.987556934,47.20626831,140.5801697,0,0
12:06.6,-0.098666667,-0.246,-0.262,1.5102241,1.003547183,12.18639707,-698333.3333,2685333.333,-897000,98637.29452,28.47,28.61999893,-362.6930237,1.50321877,178,8.493989944,45.51324844,152.6392059,0,0
12:06.6,-0.062,-0.216,-0.268,1.38273765,0.99047165,12.0033396,-698000,2685000,-883000,98636.24268,28.47,28.45999909,-362.6930237,1.837841571,177,8.493989944,45.51324844,152.6392059,0,0
12:06.7,-0.132,-0.213,-0.262,1.48080415,0.99047165,11.9052731,-688000,2685000,-880000,98630.90821,28.465,28.29999924,-362.6930237,2.172464371,176,8.493989944,45.51324844,152.6392059,0,0
12:06.7,-0.202,-0.21,-0.256,1.57887065,0.99047165,11.8072066,-678000,2685000,-877000,98625.57373,28.46,28.29999924,-362.6930237,2.172464371,176,8.493989944,45.51324844,152.6392059,0,0
12:06.8,-0.198,-0.208,-0.264333333,1.546181817,0.938169517,11.72221563,-669666.6667,2504333.333,-854666.6667,98624.51172,28.46,27.97999954,-419.9502869,2.376205206,174,8.493989944,45.51324844,152.6392059,0,0
12:06.8,-0.194,-0.206,-0.272666667,1.513492983,0.885867383,11.63722467,-661333.3333,2323666.667,-832333.3333,98623.44971,28.46,27.97999954,-419.9502869,2.376205206,174,8.493989944,45.51324844,152.6392059,0,0
12:06.8,-0.19,-0.204,-0.281,1.48080415,0.83356525,11.5522337,-653000,2143000,-810000,98622.3877,28.46,27.82499981,-419.9502869,2.66088152,173,8.272518635,44.81759071,155.182869,0,0
12:06.9,-0.193333333,-0.171666667,-0.280333333,1.340242167,0.87279185,10.45715778,-645000,2086666.667,-802333.3333,98616.57512,28.46,27.67000008,-419.9502869,2.945557833,172,8.051047325,44.12193298,157.726532,0,0
12:06.9,-0.196666667,-0.139333333,-0.279666667,1.199680183,0.91201845,9.362081867,-637000,2030333.333,-794666.6667,98610.76253,28.46,27.36999893,-431.0853882,3.408245325,170,8.051047325,44.12193298,157.726532,0,0
12:07.0,-0.2,-0.107,-0.279,1.0591182,0.95124505,8.26700595,-629000,1974000,-787000,98604.94995,28.46,27.36999893,-431.0853882,3.408245325,170,8.051047325,44.12193298,157.726532,0,0
12:07.0,-0.1415,-0.0835,-0.3075,0.9610517,1.171894675,6.864655,-611000,1435500,-738000,98603.40882,28.46,27.36999893,-431.0853882,3.408245325,170,8.051047325,44.12193298,157.726532,0,0
12:07.0,-0.083,-0.06,-0.336,0.8629852,1.3925443,5.46230405,-593000,897000,-689000,98601.86768,28.46,27.09000015,-431.0853882,3.881478786,168,8.051047325,44.12193298,157.726532,0,0
12:07.1,-0.182,-0.04,-0.378,0.799241975,1.730873725,5.48191735,-573500,1250000,-707000,98604.93165,28.46,27.09000015,-431.0853882,3.881478786,168,8.051047325,44.12193298,157.726532,0,0
12:07.1,-0.281,-0.02,-0.42,0.73549875,2.06920315,5.50153065,-554000,1603000,-725000,98607.99561,28.46,26.96999931,-434.396637,4.108950615,166.5,8.051047325,44.12193298,157.726532,0,0
12:07.2,-0.372333333,0.035333333,-0.462333333,0.719154333,1.8240369,4.190708433,-552000,1155333.333,-698666.6667,98605.33448,28.46,26.84999847,-437.7078857,4.336422443,165,8.051047325,44.12193298,157.726532,0,0
12:07.2,-0.463666667,0.090666667,-0.504666667,0.702809917,1.57887065,2.879886217,-550000,707666.6667,-672333.3333,98602.67334,28.46,26.84999847,-437.7078857,4.336422443,165,8.051047325,44.12193298,157.726532,0,0
12:07.2,-0.555,0.146,-0.547,0.6864655,1.3337044,1.569064,-548000,260000,-646000,98600.01221,28.46,26.63999939,-437.7078857,4.775981903,163,8.051047325,44.12193298,157.726532,0,0
12:07.3,-0.353,0.1205,-0.5905,0.642335575,0.877695175,2.025073225,-537500,923500,-700500,98598.95935,28.46,26.63999939,-437.7078857,4.775981903,163,8.051047325,44.12193298,157.726532,0,0
12:07.3,-0.151,0.095,-0.634,0.59820565,0.42168595,2.48108245,-527000,1587000,-755000,98597.90649,28.46,26.51000023,-441.9149475,5.232447624,161,1.546738267,36.7843132,166.9376984,0,0
12:07.4,-0.065333333,0.034666667,-0.614,0.6080123,0.212477417,3.347336533,-521666.6667,1381666.667,-742666.6667,98597.60335,28.45666667,26.51000023,-441.9149475,5.232447624,161,1.546738267,36.7843132,166.9376984,0,0
12:07.4,0.020333333,-0.025666667,-0.594,0.61781895,0.003268883,4.213590617,-516333.3333,1176333.333,-730333.3333,98597.30021,28.45333333,26.48999977,-441.9149475,5.469135046,160,1.546738267,36.7843132,166.9376984,0,0
12:07.4,0.106,-0.086,-0.574,0.6276256,-0.20593965,5.0798447,-511000,971000,-718000,98596.99707,28.45,26.46999931,-441.9149475,5.705822468,159,1.546738267,36.7843132,166.9376984,0,0
12:07.5,0.153,-0.158,-0.4985,0.563882375,-0.348136075,6.16838285,-476000,794000,-683500,98594.5282,28.45,26.46999931,-441.9149475,5.705822468,159,1.546738267,36.7843132,166.9376984,0,0
12:07.5,0.2,-0.23,-0.423,0.50013915,-0.4903325,7.256921,-441000,617000,-649000,98592.05933,28.45,26.46999931,-441.9149475,5.705822468,159,1.546738267,36.7843132,166.9376984,0,0
12:07.6,0.122,-0.243333333,-0.37,0.523021333,-0.4314926,8.417374583,-451333.3333,681666.6667,-661000,98592.62899,28.45,26.48999977,-454.4613037,6.162288666,157,1.546738267,36.7843132,166.9376984,0,0
12:07.6,0.044,-0.256666667,-0.317,0.545903517,-0.3726527,9.577828167,-461666.6667,746333.3333,-673000,98593.19865,28.45,26.48999977,-454.4613037,6.162288666,157,1.546738267,36.7843132,166.9376984,0,0
12:07.6,-0.034,-0.27,-0.264,0.5687857,-0.3138128,10.73828175,-472000,811000,-685000,98593.76831,28.45,26.52999973,-454.4613037,6.377844096,156,-0.278176725,37.22290802,171.5506974,0,0
12:07.7,0.028,-0.275,-0.2105,0.71588545,-0.210842975,11.15506438,-510500,304000,-673000,98594.81812,28.45,26.56999969,-454.4613037,6.593399525,155,-2.103091717,37.66150284,176.1636963,0,0
12:07.7,0.09,-0.28,-0.157,0.8629852,-0.10787315,11.571847,-549000,-203000,-661000,98595.86792,28.45,26.65999985,-436.6394043,6.948428154,153,-2.103091717,37.66150284,176.1636963,0,0
12:07.8,0.209,-0.2685,-0.1355,1.1375714,0.2745862,12.1210194,-534500,601000,-702500,98593.78052,28.45,26.65999985,-436.6394043,6.948428154,153,-2.103091717,37.66150284,176.1636963,0,0
12:07.8,0.328,-0.257,-0.114,1.4121576,0.65704555,12.6701918,-520000,1405000,-744000,98591.69312,28.45,26.65999985,-436.6394043,6.948428154,153,-2.103091717,37.66150284,176.1636963,0,0
12:07.8,0.203333333,-0.279,-0.113666667,1.4121576,0.506676917,14.46480875,-513666.6667,1562333.333,-737333.3333,98591.00749,28.45,26.75,-436.6394043,7.227386475,151,-2.103091717,37.66150284,176.1636963,0,0
12:07.9,0.078666667,-0.301,-0.113333333,1.4121576,0.356308283,16.2594257,-507333.3333,1719666.667,-730666.6667,98590.32186,28.45,26.75,-436.6394043,7.227386475,151,-2.103091717,37.66150284,176.1636963,0,0
12:07.9,-0.046,-0.323,-0.113,1.4121576,0.20593965,18.05404265,-501000,1877000,-724000,98589.63623,28.45,26.75,-436.6394043,7.227386475,151,-2.103091717,37.66150284,176.1636963,0,0
12:08.0,-0.098333333,-0.296,-0.090666667,1.1179581,0.457643667,15.24934075,-501333.3333,1766666.667,-719000,98592.07153,28.45,26.81999969,-441.7394714,7.413354397,149,-2.103091717,37.66150284,176.1636963,0,0
12:08.0,-0.150666667,-0.269,-0.068333333,0.8237586,0.709347683,12.44463885,-501666.6667,1656333.333,-714000,98594.50684,28.45,26.81999969,-441.7394714,7.413354397,149,-2.103091717,37.66150284,176.1636963,0,0
12:08.0,-0.203,-0.242,-0.046,0.5295591,0.9610517,9.63993695,-502000,1546000,-709000,98596.94214,28.45,26.83499908,-441.7394714,7.451392889,148,-0.29022026,38.25032235,-0.5311508,0,0
12:08.1,-0.3325,-0.243,-0.0605,0.4903325,1.014988275,10.0616229,-521500,1388000,-709000,98596.88111,28.445,26.84999847,-441.7394714,7.489431381,147,1.522651196,38.83914185,-177.2259979,0,0
12:08.1,-0.462,-0.244,-0.075,0.4511059,1.06892485,10.48330885,-541000,1230000,-709000,98596.82007,28.44,26.8599987,-433.2109375,7.480981827,145,1.522651196,38.83914185,-177.2259979,0,0
12:08.2,-0.509666667,-0.236,-0.086333333,0.5295591,1.111420333,11.09459003,-532666.6667,1203666.667,-698333.3333,98597.70915,28.44,26.8599987,-433.2109375,7.480981827,145,1.522651196,38.83914185,-177.2259979,0,0
12:08.2,-0.557333333,-0.228,-0.097666667,0.6080123,1.153915817,11.70587122,-524333.3333,1177333.333,-687666.6667,98598.59822,28.44,26.8599987,-433.2109375,7.480981827,145,1.522651196,38.83914185,-177.2259979,0,0
12:08.2,-0.605,-0.22,-0.109,0.6864655,1.1964113,12.3171524,-516000,1151000,-677000,98599.4873,28.44,26.86999893,-433.2109375,7.396450996,144,1.522651196,38.83914185,-177.2259979,0,0
12:08.3,-0.604,-0.1755,-0.1445,0.681562175,1.4317709,12.10630943,-522500,1439500,-708500,98600.04578,28.44,26.86999893,-433.2109375,7.396450996,144,1.522651196,38.83914185,-177.2259979,0,0
12:08.3,-0.603,-0.131,-0.18,0.67665885,1.6671305,11.89546645,-529000,1728000,-740000,98600.60425,28.44,26.86999893,-433.2109375,7.396450996,144,1.522651196,38.83914185,-177.2259979,0,0
12:08.4,-0.645666667,-0.108666667,-0.207333333,0.614550067,1.644248317,11.75163558,-531000,1427333.333,-722000,98599.32861,28.44,26.87999916,-426.5640259,7.269659519,142,1.522651196,38.83914185,-177.2259979,0,0
12:08.4,-0.688333333,-0.086333333,-0.234666667,0.552441283,1.621366133,11.60780472,-533000,1126666.667,-704000,98598.05298,28.44,26.87999916,-426.5640259,7.180902243,141,2.422169805,33.93371296,-175.1349716,0,0
12:08.4,-0.731,-0.064,-0.262,0.4903325,1.59848395,11.46397385,-535000,826000,-686000,98596.77734,28.44,26.87999916,-426.5640259,7.092144966,140,3.321688414,29.02828407,-173.0439453,0,0
12:08.5,-0.734,-0.051666667,-0.282,0.496870267,1.435039783,11.52281375,-522333.3333,696000,-675666.6667,98597.59114,28.44,26.87999916,-426.5640259,7.092144966,140,3.321688414,29.02828407,-173.0439453,0,0
12:08.5,-0.737,-0.039333333,-0.302,0.503408033,1.271595617,11.58165365,-509666.6667,566000,-665333.3333,98598.40495,28.44,26.86999893,-423.2418061,6.98648119,139,3.321688414,29.02828407,-173.0439453,0,0
12:08.6,-0.74,-0.027,-0.322,0.5099458,1.10815145,11.64049355,-497000,436000,-655000,98599.21875,28.44,26.8599987,-419.9195862,6.880817413,138,3.321688414,29.02828407,-173.0439453,0,0
12:08.6,-0.686,-0.02,-0.337,0.2745862,1.20621795,11.93469305,-487000,611000,-675000,98596.32568,28.43,26.8599987,-419.9195862,6.880817413,138,3.321688414,29.02828407,-173.0439453,0,0
12:08.6,-0.627666667,-0.035,-0.335666667,0.297468383,1.006816067,12.19293483,-478333.3333,706666.6667,-678333.3333,98597.13338,28.43333333,26.84499931,-419.9195862,6.762477875,137.5,3.321688414,29.02828407,-173.0439453,0,0
12:08.7,-0.569333333,-0.05,-0.334333333,0.320350567,0.807414183,12.45117662,-469666.6667,802333.3333,-681666.6667,98597.94108,28.43666667,26.82999992,-419.9195862,6.644138336,137,3.321688414,29.02828407,-173.0439453,0,0
12:08.7,-0.511,-0.065,-0.333,0.34323275,0.6080123,12.7094184,-461000,898000,-685000,98598.74878,28.44,26.82999992,-419.9195862,6.644138336,137,3.321688414,29.02828407,-173.0439453,0,0
12:08.8,-0.49,-0.068,-0.318,0.22555295,0.5491724,12.30407687,-456333.3333,838000,-681333.3333,98596.57186,28.43666667,26.77999878,-406.7854004,6.382091999,135,3.321688414,29.02828407,-173.0439453,0,0
12:08.8,-0.469,-0.071,-0.303,0.10787315,0.4903325,11.89873533,-451666.6667,778000,-677666.6667,98594.39494,28.43333333,26.77999878,-406.7854004,6.382091999,135,3.321688414,29.02828407,-173.0439453,0,0
12:08.8,-0.448,-0.074,-0.288,-0.00980665,0.4314926,11.4933938,-447000,718000,-674000,98592.21802,28.43,26.73999882,-406.7854004,6.246843577,134.5,2.784354449,21.2454834,-169.0148545,0,0
12:08.9,-0.414,-0.074,-0.25,0.093163175,0.2549729,11.16487103,-451000,700000,-681500,98591.87317,28.43,26.69999886,-406.7854004,6.111595154,134,2.247020483,13.46268272,-164.9857636,0,0
12:08.9,-0.38,-0.074,-0.212,0.196133,0.0784532,10.83634825,-455000,682000,-689000,98591.52832,28.43,26.64999867,-396.5797425,5.963665963,133,2.247020483,13.46268272,-164.9857636,0,0
12:09.0,-0.377,-0.08,-0.171,0.1569064,0.179788583,10.90172592,-447666.6667,676333.3333,-683666.6667,98592.0695,28.43,26.59999847,-386.3740845,5.815736771,132,2.247020483,13.46268272,-164.9857636,0,0
12:09.0,-0.374,-0.086,-0.13,0.1176798,0.281123967,10.96710358,-440333.3333,670666.6667,-678333.3333,98592.61068,28.43,26.5,-386.3740845,5.511428356,131,2.247020483,13.46268272,-164.9857636,0,0
12:09.0,-0.371,-0.092,-0.089,0.0784532,0.38245935,11.03248125,-433000,665000,-673000,98593.15186,28.43,26.5,-386.3740845,5.511428356,131,2.247020483,13.46268272,-164.9857636,0,0
12:09.1,-0.376333333,-0.083333333,-0.067,0.0784532,0.415148183,11.21553872,-432666.6667,656000,-672333.3333,98591.31063,28.43,26.5,-386.3740845,5.511428356,131,2.247020483,13.46268272,-164.9857636,0,0
12:09.1,-0.381666667,-0.074666667,-0.045,0.0784532,0.447837017,11.39859618,-432333.3333,647000,-671666.6667,98589.4694,28.43,26.37999916,-403.1860352,5.198663235,129,2.247020483,13.46268272,-164.9857636,0,0
12:09.2,-0.387,-0.066,-0.023,0.0784532,0.48052585,11.58165365,-432000,638000,-671000,98587.62817,28.43,26.37999916,-403.1860352,5.198663235,129,2.623016596,11.47099054,-164.2203599,0,0
12:09.2,-0.444,-0.074,-0.024,0.12748645,0.3138128,11.8464332,-445000,676000,-674000,98587.22534,28.43,26.37999916,-403.1860352,5.198663235,129,2.999012709,9.479298351,-163.4549561,0,0
12:09.2,-0.43225,-0.06175,-0.02425,0.0392266,0.279489525,11.52771708,-442000,660500,-672500,98587.87537,28.4275,26.30999947,-403.1860352,5.038054228,128.5,3.375008821,7.487606167,-162.6895524,0,0
12:09.3,-0.4205,-0.0495,-0.0245,-0.04903325,0.24516625,11.20900095,-439000,645000,-671000,98588.52539,28.425,26.23999977,-403.1860352,4.877445221,128,3.751004934,5.495913982,-161.9241486,0,0
12:09.3,-0.40875,-0.03725,-0.02475,-0.1372931,0.210842975,10.89028483,-436000,629500,-669500,98589.17542,28.4225,26.15999985,-386.2066346,4.721063853,127,3.751004934,5.495913982,-161.9241486,0,0
12:09.4,-0.397,-0.025,-0.025,-0.22555295,0.1765197,10.5715687,-433000,614000,-668000,98589.82544,28.42,26.07999992,-369.2272339,4.564682484,126,3.751004934,5.495913982,-161.9241486,0,0
12:09.4,-0.389,-0.0335,-0.0125,-0.161809725,0.16671305,11.0030613,-428500,606000,-664000,98587.5,28.42,26.07999992,-369.2272339,4.564682484,126,3.751004934,5.495913982,-161.9241486,0,0
12:09.4,-0.381,-0.042,5.14E-18,-0.0980665,0.1569064,11.4345539,-424000,598000,-660000,98585.17456,28.42,26.07999992,-369.2272339,4.564682484,126,3.751004934,5.495913982,-161.9241486,0,0
12:09.5,-0.3085,-0.0255,0.049,-0.044129925,0.12748645,11.11583778,-426500,619500,-662000,98583.51441,28.42,25.90999985,-369.2272339,4.260370255,125,3.751004934,5.495913982,-161.9241486,0,0
12:09.5,-0.236,-0.009,0.098,0.00980665,0.0980665,10.79712165,-429000,641000,-664000,98581.85425,28.42,25.73999977,-354.7946777,3.964513779,124,4.716672421,-1.643641233,-161.8379364,0,0
12:09.6,-0.3105,-0.0165,0.102,-0.024516625,0.0588399,11.18938765,-424000,631000,-659500,98581.26221,28.42,25.73999977,-354.7946777,3.964513779,124,4.716672421,-1.643641233,-161.8379364,0,0
12:09.6,-0.385,-0.024,0.106,-0.0588399,0.0196133,11.58165365,-419000,621000,-655000,98580.67017,28.42,25.73999977,-354.7946777,3.964513779,124,4.716672421,-1.643641233,-161.8379364,0,0
12:09.6,-0.35875,-0.0155,0.11325,-0.073549875,0.012258313,11.29235748,-417750,617000,-653500,98580.05524,28.42,25.64999962,-354.7946777,3.820810676,123,4.716672421,-1.643641233,-161.8379364,0,0
12:09.7,-0.3325,-0.007,0.1205,-0.08825985,0.004903325,11.0030613,-416500,613000,-652000,98579.44031,28.42,25.55999947,-354.7946777,3.677107573,122,4.716672421,-1.643641233,-161.8379364,0,0
12:09.7,-0.30625,0.0015,0.12775,-0.102969825,-0.002451663,10.71376513,-415250,609000,-650500,98578.82538,28.42,25.4649992,-338.3212891,3.54185772,121.5,4.716672421,-1.643641233,-161.8379364,0,0
12:09.8,-0.28,0.01,0.135,-0.1176798,-0.00980665,10.42446895,-414000,605000,-649000,98578.21045,28.42,25.36999893,-321.8479004,3.406607866,121,4.716672421,-1.643641233,-161.8379364,0,0
12:09.8,-0.186,0.013,0.162,-0.10787315,0.2745862,10.79712165,-406000,590000,-643000,98576.08643,28.42,25.17000008,-321.8479004,3.161470413,120,4.716672421,-1.643641233,-161.8379364,0,0
12:09.8,-0.174333333,0.011,0.156666667,-0.150368633,0.317081683,10.61733307,-403666.6667,591000,-640333.3333,98574.84335,28.42,25.17000008,-321.8479004,3.161470413,120,4.698928357,-4.645495772,-163.1607132,0,0
12:09.9,-0.162666667,0.009,0.151333333,-0.192864117,0.359577167,10.43754448,-401333.3333,592000,-637666.6667,98573.60026,28.42,25.17000008,-321.8479004,3.161470413,120,4.681184292,-7.647350311,-164.48349,0,0
12:09.9,-0.151,0.007,0.146,-0.2353596,0.40207265,10.2577559,-399000,593000,-635000,98572.35718,28.42,25.17000008,-321.8479004,3.161470413,120,4.681184292,-7.647350311,-164.48349,0,0
12:10.0,-0.111,0.022333333,0.142666667,-0.238628483,0.467450317,9.819725533,-398333.3333,584333.3333,-633666.6667,98570.99813,28.42,24.97999954,-296.8282776,2.924782753,118,4.681184292,-7.647350311,-164.48349,0,0
12:10.0,-0.071,0.037666667,0.139333333,-0.241897367,0.532827983,9.381695167,-397666.6667,575666.6667,-632333.3333,98569.63908,28.42,24.87999916,-296.8282776,2.819119096,117.5,4.681184292,-7.647350311,-164.48349,0,0
12:10.0,-0.031,0.053,0.136,-0.24516625,0.59820565,8.9436648,-397000,567000,-631000,98568.28003,28.42,24.77999878,-296.8282776,2.713455439,117,4.681184292,-7.647350311,-164.48349,0,0
12:10.1,-0.053,0.067,0.1015,-0.328522775,0.6472389,8.6494653,-395500,579000,-631500,98567.91687,28.42,24.77999878,-296.8282776,2.713455439,117,4.681184292,-7.647350311,-164.48349,0,0
